"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"California","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2017","200","657,544","155,910","26,815"
"California","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2017","22","137,625","34,162","6,878"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2017","11","73,454","18,960","3,730"
"California","722511","Full-service restaurants","S-corporations ","Establishments with 250 to 499 employees","2017","4","23,662","5,156","1,233"
"California","722511","Full-service restaurants","Partnerships","Establishments with 250 to 499 employees","2017","5","30,127","7,520","1,377"
"Colorado","722511","Full-service restaurants","All establishments","All establishments","2017","5,032","2,558,623","616,822","119,167"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","737","689,813","163,597","31,688"
"Colorado","722511","Full-service restaurants","S-corporations ","All establishments","2017","2,696","1,141,888","274,108","52,094"
"Colorado","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","446","107,391","25,486","5,740"
"Colorado","722511","Full-service restaurants","Partnerships","All establishments","2017","1,151","619,072","153,598","29,603"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","1,003","88,715","7,460","1,476"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","72","10,107","488","82"
"Colorado","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","509","40,448","4,329","831"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","185","10,690","1,105","294"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","236","27,437","1,532","267"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","811","112,053","25,807","5,481"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","52","6,463","1,515","339"
"Colorado","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","523","78,894","18,077","3,548"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","98","9,195","2,317","665"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","138","17,501","3,898","929"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","1,105","313,328","75,944","15,618"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","111","30,726","7,425","1,631"
"Colorado","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","699","205,526","49,002","9,748"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","80","20,299","4,980","1,110"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2017","215","56,777","14,537","3,129"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2017","1,451","925,807","232,155","45,802"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2017","226","150,781","37,397","7,817"
"Colorado","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2017","773","488,917","122,245","23,271"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2017","54","25,905","6,538","1,535"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2017","397","259,778","65,948","13,139"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2017","568","809,883","201,299","37,742"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2017","235","340,956","80,599","15,982"
"Colorado","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2017","159","224,722","55,726","10,099"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2017","28","39,062","10,004","2,038"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2017","146","205,143","54,970","9,623"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2017","90","285,049","68,588","11,794"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2017","39","140,511","33,679","5,227"
"Colorado","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2017","32","95,427","22,920","4,214"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2017","18","46,871","11,447","2,255"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2017","4","23,788","5,569","1,254"
"Connecticut","722511","Full-service restaurants","All establishments","All establishments","2017","3,412","1,276,382","296,713","58,409"
"Connecticut","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","546","282,910","67,957","13,247"
"Connecticut","722511","Full-service restaurants","S-corporations ","All establishments","2017","848","372,190","85,324","16,605"
"Connecticut","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","704","115,888","26,877","5,855"
"Connecticut","722511","Full-service restaurants","Partnerships","All establishments","2017","1,308","501,657","115,911","22,608"
"Connecticut","722511","Full-service restaurants","Non-profit","All establishments","2017","4","278","65","16"
"Connecticut","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","1,037","66,216","7,524","1,730"
"Connecticut","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","133","8,093","1,480","295"
"Connecticut","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","156","14,769","1,715","305"
"Connecticut","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","367","13,486","1,942","548"
"Connecticut","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","377","29,643","2,340","573"
"Connecticut","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2017","3","193","47","9"
"Connecticut","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","634","78,826","18,545","4,296"
